Area,BHK,Bathroom,Location,Price
4496,1,1,Bhavnagar,20543090
4554,5,2,Anand,19597141
3741,3,4,Anand,17625827
1132,1,2,Rajkot,7501413
3212,3,2,Anand,16312721
2811,5,3,Ahmedabad,15760755
2038,1,2,Bhavnagar,10062075
3233,2,1,Vadodara,15603246
997,2,1,Rajkot,6446533
3276,1,3,Nadiad,12663984
2425,3,2,Rajkot,9999036
2617,2,3,Ahmedabad,14511498
4017,4,1,Surat,18190665
2871,1,3,Vadodara,15269744
4097,1,2,Vadodara,15368753
2554,5,4,Surat,12123254
757,4,1,Rajkot,5908105
2966,4,4,Surat,14605867
2687,3,2,Ahmedabad,12136060
4327,1,1,Anand,19557529
2225,1,3,Gandhinagar,13057955
1818,3,2,Vadodara,10796006
3549,2,2,Anand,15787769
1391,5,2,Ahmedabad,10108315
4644,3,2,Rajkot,18555630
1033,2,3,Gandhinagar,8777664
3614,5,3,Bhavnagar,15160714
3328,2,4,Rajkot,15912006
3521,5,4,Jamnagar,12987297
2114,4,2,Nadiad,10413992
4703,4,4,Ahmedabad,22563884
783,2,1,Bhavnagar,5272986
4325,4,3,Jamnagar,19587537
1955,2,3,Jamnagar,9252208
4827,4,2,Bhavnagar,20795330
1949,1,1,Bhavnagar,10947652
2513,4,4,Vadodara,11425928
1724,3,4,Ahmedabad,10958628
1214,5,2,Vadodara,7544361
3424,4,4,Junagadh,13528947
3612,4,2,Junagadh,17205832
1498,2,1,Nadiad,9559195
1471,4,1,Rajkot,7986561
637,3,3,Bhavnagar,4996588
3047,2,2,Vadodara,12437422
3050,5,3,Gandhinagar,14920425
3134,3,2,Anand,13799159
4383,4,4,Jamnagar,16254251
1477,1,3,Junagadh,6872285
1645,4,2,Ahmedabad,9701357
2560,2,4,Ahmedabad,11753243
2054,5,2,Surat,12708045
3278,5,4,Surat,13382869
4313,1,3,Anand,16551443
1959,1,2,Nadiad,11192103
619,5,1,Anand,5969219
3585,4,4,Junagadh,15898451
4781,5,1,Ahmedabad,23484708
3157,3,1,Jamnagar,14667667
3790,2,4,Junagadh,14658858
3518,3,1,Nadiad,18059205
4781,2,3,Nadiad,21684005
4573,2,3,Bhavnagar,17418993
4251,3,4,Junagadh,14948915
1089,2,1,Rajkot,7400984
929,2,2,Jamnagar,6119631
616,4,1,Bhavnagar,4963614
985,1,3,Jamnagar,6688288
1940,5,2,Gandhinagar,10376021
3811,3,2,Gandhinagar,20296830
2069,5,1,Ahmedabad,12702527
931,1,1,Junagadh,6264269
4698,2,3,Gandhinagar,18567501
4228,3,3,Anand,19365699
1582,2,3,Surat,8691308
3329,4,3,Surat,16066666
3049,1,2,Jamnagar,12635709
4340,5,3,Jamnagar,19210985
2079,4,2,Anand,9852285
605,3,4,Ahmedabad,6692408
1193,5,2,Nadiad,7162348
2844,1,4,Bhavnagar,13953730
1934,3,2,Surat,10153100
4247,1,2,Anand,21132829
2158,2,4,Rajkot,10272164
799,3,2,Ahmedabad,7486749
4634,3,2,Surat,21087148
4444,5,1,Ahmedabad,19269936
3220,4,2,Jamnagar,16322567
2392,1,3,Gandhinagar,13911610
1445,4,3,Surat,10258449
869,3,1,Ahmedabad,7701002
1304,4,3,Gandhinagar,9022986
2167,1,3,Jamnagar,10444840
2584,5,1,Jamnagar,12906067
1478,5,3,Bhavnagar,7569970
4193,2,4,Rajkot,17452766
2488,3,1,Junagadh,11499300
2776,1,3,Vadodara,13989187
3602,5,2,Vadodara,14897541
1348,1,4,Bhavnagar,7583621
4636,1,2,Anand,16986471
3579,4,4,Jamnagar,13663714
4753,4,3,Gandhinagar,22809422
3618,2,4,Bhavnagar,14412158
4703,5,4,Nadiad,22596269
3137,3,4,Ahmedabad,15683962
1217,3,4,Jamnagar,6803427
761,1,2,Surat,6812602
3679,5,4,Junagadh,15906799
1071,4,4,Surat,7930685
2062,1,4,Anand,11857730
2735,4,3,Bhavnagar,11961889
4113,2,3,Bhavnagar,19710094
4579,3,2,Junagadh,21323102
2286,4,2,Jamnagar,11048003
4742,1,1,Surat,19324136
964,3,1,Rajkot,7192859
1234,1,2,Jamnagar,7078040
1878,2,4,Bhavnagar,9161956
2348,5,3,Bhavnagar,9418431
2523,1,1,Bhavnagar,12029960
557,1,2,Jamnagar,5103233
3544,2,4,Junagadh,16928745
3415,3,4,Junagadh,15353753
4339,3,4,Vadodara,16295942
4732,2,1,Rajkot,21137261
4840,3,4,Junagadh,22703721
1382,3,4,Anand,7568099
872,3,1,Gandhinagar,7430057
1497,1,3,Nadiad,7991260
4754,1,1,Ahmedabad,22433401
1132,3,2,Rajkot,6947439
1068,1,1,Junagadh,5973378
2615,4,3,Bhavnagar,12847816
682,3,4,Anand,5479839
3797,1,1,Vadodara,19121286
1026,4,1,Jamnagar,6609911
772,3,1,Jamnagar,5977269
1011,3,2,Gandhinagar,8249979
901,1,4,Ahmedabad,8062307
4784,2,4,Rajkot,17577226
3536,3,3,Ahmedabad,15064012
1351,5,1,Jamnagar,7968782
1283,4,3,Vadodara,7899229
1939,2,1,Jamnagar,10664069
3171,3,4,Rajkot,15762253
3943,5,1,Rajkot,16119099
1793,3,2,Junagadh,8203415
2056,3,3,Vadodara,9681635
3428,5,2,Rajkot,15452874
1766,3,1,Surat,11303003
2075,3,2,Gandhinagar,11884687
3547,4,3,Junagadh,13570990
1512,1,2,Gandhinagar,10216065
2359,3,4,Rajkot,12093492
2328,5,1,Junagadh,11075442
2185,3,4,Bhavnagar,10304209
1956,4,3,Rajkot,10189485
2337,3,3,Junagadh,11347273
3628,2,1,Ahmedabad,14771581
2627,4,2,Junagadh,12773001
501,3,2,Rajkot,4657593
3206,3,4,Ahmedabad,17754756
2975,1,3,Nadiad,12670083
2638,3,1,Jamnagar,11325018
2314,1,2,Vadodara,12167847
4162,5,2,Vadodara,19189025
4392,1,1,Jamnagar,17406675
3028,3,3,Gandhinagar,16519368
3298,2,3,Bhavnagar,13827201
3402,4,3,Nadiad,14358128
4199,5,4,Junagadh,18568527
773,3,2,Rajkot,6244246
2960,4,4,Jamnagar,11939566
3097,1,4,Vadodara,15910538
941,1,3,Surat,8032004
2800,4,4,Rajkot,11619871
4298,5,2,Vadodara,16279228
4432,3,2,Surat,16633504
542,4,1,Jamnagar,4687237
3868,3,2,Jamnagar,19174601
889,4,1,Anand,6335270
4653,4,4,Jamnagar,17607457
666,4,1,Nadiad,5777821
3586,2,4,Junagadh,13783210
2554,3,4,Junagadh,10186769
2758,3,4,Ahmedabad,13249448
1640,3,2,Rajkot,8463417
4886,1,2,Ahmedabad,22696390
4020,4,4,Gandhinagar,16085690
4785,5,3,Nadiad,22703451
2893,5,2,Rajkot,14563705
2376,4,3,Jamnagar,11349091
4881,4,1,Junagadh,19196548
1206,5,2,Ahmedabad,8020086
4419,2,1,Nadiad,18263695
4316,2,1,Surat,21351380
4990,4,1,Gandhinagar,25281060
1929,4,4,Jamnagar,9420371
2371,5,1,Vadodara,13494878
3641,4,3,Jamnagar,17527817
686,1,4,Anand,5430017
2874,2,3,Surat,15089322
3725,4,4,Rajkot,17341131
4931,2,3,Jamnagar,20926701
2517,3,1,Gandhinagar,13981705
2847,2,1,Gandhinagar,12958708
3041,3,1,Anand,15323881
4931,3,2,Jamnagar,22355706
2472,5,4,Nadiad,12726327
3896,1,3,Nadiad,16807820
3548,4,4,Gandhinagar,17444824
2264,1,1,Jamnagar,10248357
3773,4,2,Nadiad,14522261
504,3,4,Nadiad,5183177
4708,3,1,Ahmedabad,19263363
2291,2,1,Bhavnagar,12106336
3327,3,3,Surat,16308178
2680,5,3,Surat,15355008
3092,5,3,Surat,15120931
931,4,1,Ahmedabad,7566347
1982,2,1,Anand,9163489
2361,2,3,Junagadh,11334265
2908,5,3,Nadiad,14903561
4851,1,4,Gandhinagar,19645864
4091,4,4,Nadiad,16200024
3322,1,4,Nadiad,13462165
4140,3,3,Bhavnagar,17096446
4404,2,2,Junagadh,17501808
2102,5,1,Anand,11249963
1131,5,3,Rajkot,7887147
1019,4,4,Rajkot,7220101
4333,2,2,Surat,21316901
4141,1,2,Vadodara,16426381
4664,4,2,Gandhinagar,21285073
3740,5,2,Anand,18150350
3663,2,4,Rajkot,16104570
3068,5,1,Bhavnagar,11713765
4358,1,3,Bhavnagar,16063824
1273,3,4,Rajkot,6783619
2598,5,1,Gandhinagar,13707429
1693,3,4,Rajkot,8082631
2524,4,4,Rajkot,13294148
4856,3,4,Rajkot,16842372
4701,4,1,Vadodara,22380566
1290,1,4,Surat,9266375
4484,1,1,Bhavnagar,18659632
3460,3,1,Vadodara,18223126
4545,2,3,Junagadh,15627043
1068,2,4,Gandhinagar,8722474
1104,4,4,Surat,8724649
4574,3,3,Bhavnagar,20689335
4610,3,4,Nadiad,16478783
1443,2,4,Rajkot,8158286
2595,1,3,Surat,14294499
3225,4,2,Nadiad,13032309
1892,1,3,Anand,10185155
1972,1,2,Jamnagar,9137332
3692,4,1,Junagadh,13961954
4681,2,4,Rajkot,20463661
3304,4,4,Jamnagar,13949083
4062,4,4,Bhavnagar,16901547
4887,3,1,Surat,20698015
789,4,3,Anand,6046837
1610,2,3,Ahmedabad,9203189
2496,4,2,Vadodara,11173415
794,3,1,Surat,7170448
2819,2,2,Rajkot,13770539
625,5,2,Nadiad,5759512
3120,4,2,Vadodara,12866136
3541,2,3,Gandhinagar,14742309
3970,3,1,Rajkot,14735266
3006,2,3,Gandhinagar,16907826
1120,4,2,Junagadh,6897067
2324,5,4,Bhavnagar,11286040
4918,5,3,Rajkot,17413292
1488,3,4,Rajkot,8160762
2416,3,2,Bhavnagar,11706391
3923,1,2,Ahmedabad,18474955
2552,2,1,Vadodara,11525915
937,3,4,Vadodara,7199096
4966,4,1,Ahmedabad,22447385
4391,3,4,Junagadh,15873361
1409,1,3,Surat,9515578
4078,1,1,Bhavnagar,14541060
4624,1,4,Gandhinagar,22651145
1245,5,4,Rajkot,8191067
4988,2,4,Surat,25093147
3983,4,4,Vadodara,17761703
2844,4,3,Vadodara,12030533
2295,2,2,Nadiad,10861635
4449,5,3,Surat,22615745
1680,3,4,Vadodara,9307907
529,4,4,Nadiad,5487217
3797,4,1,Vadodara,14563939
4670,1,1,Anand,17957310
3812,4,4,Bhavnagar,16524622
1648,4,2,Jamnagar,8636008
4024,5,2,Surat,19449281
527,4,1,Rajkot,5008152
1143,1,2,Bhavnagar,6270427
567,2,1,Rajkot,5067995
1200,4,1,Nadiad,6802006
4145,4,4,Ahmedabad,16725267
4565,4,4,Jamnagar,18443668
1376,1,4,Bhavnagar,6994669
4797,2,4,Jamnagar,16772238
1162,2,2,Junagadh,7281817
1277,4,1,Gandhinagar,9040454
3721,5,3,Bhavnagar,18153765
2999,3,1,Ahmedabad,14067685
1665,4,3,Ahmedabad,10410740
4179,3,1,Rajkot,15243195
2853,5,2,Jamnagar,13276857
1311,2,4,Anand,8001111
1667,5,4,Bhavnagar,9084308
1225,2,2,Anand,7262579
2089,3,3,Ahmedabad,11779965
1858,1,2,Junagadh,9485592
2615,5,3,Surat,14130648
1561,2,1,Vadodara,9674890
4960,1,4,Gandhinagar,19020907
3683,3,2,Vadodara,17731893
1325,3,2,Anand,8459722
1773,5,3,Bhavnagar,9754671
4811,3,3,Ahmedabad,21893559
3910,1,3,Junagadh,14559519
2414,2,3,Gandhinagar,13412235
1963,1,2,Anand,10919445
804,1,4,Nadiad,6480313
4881,2,1,Jamnagar,20550616
4475,3,3,Rajkot,19352932
2270,2,4,Gandhinagar,12184192
2370,1,2,Gandhinagar,12334010
2648,4,4,Vadodara,11798540
2571,2,4,Jamnagar,11550947
1387,3,2,Nadiad,7246383
1763,1,2,Junagadh,9493935
4200,5,3,Gandhinagar,19993626
1711,5,4,Rajkot,8002246
4418,2,2,Vadodara,21353449
4316,1,4,Bhavnagar,18774596
4231,4,3,Junagadh,15741282
4008,1,2,Ahmedabad,16014003
2801,2,1,Ahmedabad,12716711
4484,3,3,Jamnagar,16721304
949,2,1,Junagadh,5794688
4836,1,3,Bhavnagar,19199546
2758,2,1,Nadiad,12488398
2192,3,1,Vadodara,10542499
4081,1,2,Anand,18776645
4645,2,2,Gandhinagar,19014543
2750,2,1,Junagadh,10761693
559,4,2,Rajkot,5112809
2178,3,1,Rajkot,10390751
3201,5,2,Gandhinagar,17350309
3397,3,2,Junagadh,12216472
1236,1,1,Jamnagar,7218954
863,1,3,Jamnagar,5427054
642,1,1,Vadodara,5819043
3734,1,4,Gandhinagar,15399397
1565,4,1,Ahmedabad,10243936
2254,3,1,Anand,9984445
2502,5,3,Gandhinagar,13018139
3585,2,2,Anand,13776003
2282,5,1,Vadodara,11931221
1282,1,3,Gandhinagar,9486164
616,5,2,Gandhinagar,6686310
2528,2,1,Ahmedabad,11864776
3395,1,2,Nadiad,17246575
2663,1,4,Junagadh,11505327
513,4,1,Gandhinagar,6813721
3255,3,2,Ahmedabad,13758345
2307,4,3,Rajkot,10822087
1102,4,2,Bhavnagar,6286494
1720,5,4,Jamnagar,8848290
4143,5,2,Jamnagar,18298739
3515,3,3,Anand,17183871
2011,1,3,Gandhinagar,11522154
4592,1,3,Jamnagar,21652973
589,3,1,Gandhinagar,7038759
564,5,1,Vadodara,5856864
792,3,1,Ahmedabad,7246963
1712,4,4,Bhavnagar,8078262
1746,3,2,Rajkot,8097541
3646,5,2,Nadiad,16269178
810,2,4,Gandhinagar,7092885
4318,5,4,Jamnagar,20377654
542,4,2,Gandhinagar,6338900
2571,3,3,Nadiad,13295154
3796,5,2,Rajkot,15362567
4156,5,2,Surat,19935610
2686,3,1,Surat,12203404
4498,4,1,Rajkot,18788313
1970,3,1,Vadodara,11265255
2071,3,3,Junagadh,10128316
506,5,2,Gandhinagar,6244991
3433,4,3,Vadodara,15722266
1263,3,3,Ahmedabad,8789720
824,3,2,Ahmedabad,6884824
1125,1,4,Surat,7784102
2476,1,1,Nadiad,11353587
873,2,3,Vadodara,6520243
1232,2,4,Ahmedabad,8095945
4581,1,4,Bhavnagar,18161603
1502,3,4,Surat,9429702
3621,4,2,Junagadh,13997230
680,2,1,Jamnagar,5842158
2734,3,2,Vadodara,12303587
4086,3,1,Vadodara,20492124
2559,3,3,Vadodara,11238907
3752,3,4,Anand,14694757
623,5,1,Anand,5799655
788,5,4,Ahmedabad,7575955
3376,4,3,Bhavnagar,15726969
1621,4,1,Vadodara,9439171
4550,4,4,Jamnagar,17279307
2649,5,1,Vadodara,12472420
1735,5,1,Surat,10470900
4738,1,3,Gandhinagar,20142011
2183,2,2,Vadodara,11989591
2437,1,2,Rajkot,13080888
4943,1,4,Junagadh,22126595
4171,2,2,Surat,19855326
4501,3,2,Gandhinagar,23052944
4641,1,2,Surat,17556208
1508,2,2,Ahmedabad,9309960
1838,4,4,Rajkot,8691391
2796,3,4,Gandhinagar,14928221
3700,3,4,Bhavnagar,13640693
1963,4,1,Jamnagar,9112747
3626,4,4,Vadodara,15292029
3343,3,1,Nadiad,13628568
1635,1,3,Junagadh,9461652
2735,4,2,Bhavnagar,11356279
4033,2,2,Jamnagar,16560488
905,3,4,Surat,7806387
3148,4,3,Gandhinagar,17888706
975,5,4,Junagadh,6292598
4891,4,3,Rajkot,21531162
3340,5,4,Nadiad,15116818
1717,4,2,Junagadh,8286577
3803,2,2,Surat,16621143
1419,5,1,Gandhinagar,9613892
1775,2,4,Rajkot,8999945
2695,1,4,Anand,13857527
4463,4,2,Ahmedabad,21989222
3062,5,1,Bhavnagar,12109052
3710,1,1,Gandhinagar,18616032
664,2,1,Anand,5552112
4183,5,2,Nadiad,18965446
2617,2,3,Anand,13214767
1931,4,1,Surat,11437904
4321,4,2,Gandhinagar,17610169
2558,3,1,Anand,12921138
525,1,4,Anand,5321946
3371,5,4,Ahmedabad,14961486
4436,1,1,Junagadh,19440993
4293,1,3,Jamnagar,19494448
3190,2,2,Anand,15305133
3657,5,3,Surat,17465949
1616,1,4,Nadiad,7840704
2979,4,4,Surat,14714661
2387,4,3,Vadodara,12520806
4640,1,2,Ahmedabad,19728304
1296,5,1,Gandhinagar,9713722
4324,4,1,Vadodara,21103803
2950,4,2,Ahmedabad,16123526
1039,5,3,Nadiad,6818552
3195,4,4,Surat,14911619
3009,1,4,Rajkot,14251258
1950,1,4,Junagadh,10747273
903,2,4,Rajkot,6811617
3855,1,2,Jamnagar,13886893
653,3,3,Gandhinagar,7515079
3112,4,1,Gandhinagar,15646840
513,4,1,Bhavnagar,4850576
630,3,2,Anand,5914683
4713,3,4,Anand,19720678
2339,1,3,Junagadh,9718178
4278,2,2,Surat,17804480
4655,3,4,Anand,18024488
1796,2,1,Surat,10549961
963,3,4,Junagadh,5923754
4925,5,4,Jamnagar,18264480
4584,1,4,Jamnagar,17029127
1593,5,4,Bhavnagar,9483253
4707,2,2,Junagadh,16027145
2228,2,3,Bhavnagar,10208532
830,1,2,Surat,6848239
2987,4,2,Anand,12699006
2431,1,3,Anand,12480744
3969,4,3,Anand,18118197
1220,4,4,Nadiad,8212195
947,2,2,Gandhinagar,7803846
575,4,2,Rajkot,5468497
2846,1,1,Junagadh,11841608
3420,1,1,Surat,17471802
4814,2,3,Jamnagar,21188259
3908,4,2,Surat,15498058
2539,5,3,Junagadh,11025830
4654,3,3,Anand,20810909
2694,5,1,Ahmedabad,14631915
2483,1,3,Anand,13731658
4676,4,2,Nadiad,18042256
3254,3,4,Jamnagar,12166698
507,1,3,Bhavnagar,4294120
4014,2,1,Gandhinagar,21534330
4012,4,2,Vadodara,20420203
2281,5,1,Gandhinagar,12200048
2819,1,1,Bhavnagar,11630076
840,3,3,Surat,7311820
4138,3,4,Junagadh,18436770
2853,2,2,Gandhinagar,15818844
4858,4,2,Surat,21681349
1152,4,1,Nadiad,7926099
537,5,1,Ahmedabad,6208413
1486,2,3,Bhavnagar,8510626
4220,3,4,Jamnagar,16407526
3971,2,4,Rajkot,19173498
2758,1,4,Vadodara,12145069
997,5,4,Ahmedabad,7645955
1720,1,2,Ahmedabad,9730800
2843,2,4,Gandhinagar,16436514
4386,5,3,Jamnagar,19813938
3447,1,4,Vadodara,17314811
1436,1,4,Rajkot,7941487
3886,5,2,Jamnagar,16686584
3203,2,3,Gandhinagar,16243741
2266,1,1,Surat,11437795
2397,2,4,Junagadh,10404088
2243,3,4,Surat,10683054
2708,3,2,Bhavnagar,13182356
4703,3,4,Rajkot,18205376
3080,3,2,Bhavnagar,15525504
3863,2,3,Bhavnagar,13674473
3647,5,4,Junagadh,15745786
3671,1,1,Bhavnagar,13409872
3642,4,3,Bhavnagar,13354902
3676,5,3,Gandhinagar,19639709
4408,5,1,Gandhinagar,20428846
4069,1,4,Ahmedabad,17073558
1197,3,1,Anand,7006905
4799,2,1,Rajkot,21695480
3888,4,4,Ahmedabad,15834532
1406,2,4,Gandhinagar,10575645
1435,4,4,Junagadh,6972118
4980,2,1,Gandhinagar,20333065
1365,1,2,Surat,8235996
1149,1,3,Junagadh,7253857
4073,1,3,Anand,17511295
1121,3,3,Bhavnagar,6037122
946,3,4,Jamnagar,6357234
1456,5,3,Gandhinagar,9787586
1586,2,4,Jamnagar,8998313
4375,3,4,Ahmedabad,22831261
4918,2,3,Vadodara,22132326
4039,4,4,Junagadh,16639935
3198,5,4,Bhavnagar,14158637
3933,4,3,Jamnagar,15508520
4965,4,4,Surat,19760571
2199,2,1,Vadodara,12535474
4690,2,2,Bhavnagar,17458869
3701,3,4,Bhavnagar,15013102
3245,1,2,Junagadh,14940414
4393,5,2,Vadodara,21612705
1332,5,3,Nadiad,7556641
2857,1,1,Nadiad,12729607
1344,1,1,Bhavnagar,7966892
610,3,4,Nadiad,5595590
1877,1,1,Junagadh,8581083
4139,5,4,Jamnagar,15007751
3515,1,3,Ahmedabad,14718178
3190,2,4,Junagadh,14904595
527,1,3,Ahmedabad,6337411
1053,1,1,Bhavnagar,7203062
505,1,3,Jamnagar,4800031
4558,4,4,Nadiad,20339481
4637,2,3,Ahmedabad,18511824
848,1,3,Gandhinagar,7223474
4119,2,3,Rajkot,15922371
3109,4,2,Surat,14246858
4398,1,3,Vadodara,19070521
3797,1,2,Ahmedabad,17263386
2139,5,3,Ahmedabad,12487185
4849,4,3,Anand,17719937
2487,3,4,Bhavnagar,10321424
2498,3,1,Junagadh,12951723
2267,5,4,Vadodara,12997762
2498,5,4,Nadiad,12959305
3237,5,3,Nadiad,15308615
1458,1,1,Nadiad,7767979
1171,3,1,Nadiad,7371845
1498,3,3,Surat,9790142
1591,2,2,Nadiad,9695135
858,5,3,Anand,6342779
789,3,2,Surat,7393379
611,2,1,Jamnagar,5260996
3094,1,2,Gandhinagar,14208366
3666,1,4,Jamnagar,13998019
3958,5,4,Surat,17245449
3732,1,1,Gandhinagar,20126610
2691,1,3,Jamnagar,10950600
4456,3,2,Surat,18855334
4534,5,4,Ahmedabad,23277716
2097,1,4,Bhavnagar,9609386
2608,4,4,Surat,14292400
2353,4,4,Rajkot,12804272
3658,4,1,Vadodara,16890496
4459,2,3,Junagadh,20915502
1333,4,3,Nadiad,7824871
2253,2,1,Jamnagar,10983292
4942,5,2,Anand,17388827
4567,3,1,Surat,19162095
4139,2,3,Vadodara,21108005
3051,1,1,Nadiad,12316216
916,5,3,Jamnagar,6637335
2329,2,2,Vadodara,11862134
3034,4,2,Anand,14061514
2847,1,2,Bhavnagar,12247101
2709,3,1,Gandhinagar,12990064
2527,5,3,Junagadh,12819953
2957,1,2,Junagadh,13176357
1287,1,3,Rajkot,8002456
4877,3,1,Jamnagar,17064960
2265,5,1,Gandhinagar,12322796
3446,2,2,Nadiad,16429799
2068,1,3,Anand,10383981
2130,2,1,Ahmedabad,12647511
2124,1,2,Bhavnagar,11465462
3714,1,4,Ahmedabad,16927905
1182,4,1,Junagadh,7440335
1713,5,1,Anand,8586828
1911,2,3,Vadodara,10394053
1658,2,2,Gandhinagar,10643083
3248,3,1,Anand,16392096
2807,3,2,Vadodara,12750981
4340,5,3,Vadodara,17103761
3548,2,4,Ahmedabad,19113848
505,2,1,Vadodara,5545392
1769,5,4,Rajkot,8979722
1910,4,1,Anand,11209582
982,2,2,Gandhinagar,8884950
1058,4,3,Bhavnagar,6540135
3330,2,1,Surat,14096487
3606,1,2,Rajkot,13405779
4927,5,3,Vadodara,18879792
3536,4,1,Jamnagar,14561205
3082,2,2,Nadiad,14770902
4147,5,2,Junagadh,16524279
4400,4,3,Vadodara,20602377
3251,3,3,Nadiad,16672614
4550,2,4,Ahmedabad,20033846
2473,2,4,Anand,11933304
3641,2,3,Anand,16322332
4756,2,4,Rajkot,18986029
2287,3,3,Ahmedabad,13551374
2646,3,3,Jamnagar,13795715
4190,5,4,Bhavnagar,19144523
670,5,4,Surat,6641080
3117,3,2,Anand,13736461
4004,5,3,Bhavnagar,15665520
786,5,4,Junagadh,5002261
3429,5,3,Anand,16055776
1146,2,2,Junagadh,6478831
1024,5,4,Ahmedabad,8344140
3324,4,1,Jamnagar,15393479
4984,2,4,Anand,23213054
1176,2,4,Ahmedabad,8705658
2516,3,4,Bhavnagar,12006997
2728,1,4,Anand,13278250
4061,5,1,Anand,15259563
3323,2,1,Anand,16975977
4921,4,4,Ahmedabad,21964173
3205,5,1,Nadiad,15795555
1756,5,4,Surat,11022907
1796,3,3,Gandhinagar,11031656
2918,2,2,Rajkot,11807991
3845,3,3,Surat,18465298
1290,4,4,Anand,7945935
4366,2,3,Nadiad,18985424
3336,1,2,Jamnagar,12903610
4853,1,4,Anand,20519855
2360,1,4,Vadodara,13019740
2213,5,1,Vadodara,10596615
1825,5,1,Rajkot,9459898
2120,3,1,Gandhinagar,11105732
4098,5,3,Anand,16079425
3513,2,2,Anand,18206626
1288,4,2,Gandhinagar,8898067
2956,4,3,Junagadh,12473257
4280,4,4,Rajkot,17007051
2352,3,3,Rajkot,12850894
3846,5,4,Surat,15356551
4201,3,2,Ahmedabad,17004547
1082,4,2,Gandhinagar,8742192
1988,1,1,Junagadh,8640248
4970,2,3,Anand,21133389
1859,1,1,Rajkot,10589176
3486,1,3,Junagadh,12384721
4643,3,4,Junagadh,20296352
3086,2,2,Vadodara,13626178
2348,5,4,Jamnagar,11680264
4182,2,4,Bhavnagar,20226297
2122,5,1,Rajkot,10541787
1550,4,4,Junagadh,7193726
3701,2,1,Anand,13974067
865,1,1,Surat,7093121
2711,5,4,Vadodara,14395404
1215,3,3,Anand,7016395
3058,3,1,Junagadh,12520026
4963,1,2,Bhavnagar,21569432
2322,3,1,Bhavnagar,10790274
4182,1,2,Rajkot,20539674
1545,3,2,Rajkot,8900076
3727,3,3,Ahmedabad,17961699
3834,5,3,Rajkot,15997365
1112,2,1,Surat,8388169
1702,5,2,Nadiad,8710330
4496,5,2,Junagadh,19080391
2734,5,2,Anand,11866023
2364,5,2,Bhavnagar,11374935
3045,3,3,Nadiad,12996434
860,5,2,Ahmedabad,8048412
959,1,2,Vadodara,6652087
3695,5,2,Surat,19629006
2037,4,1,Jamnagar,10460811
1052,2,3,Ahmedabad,8207112
4808,1,2,Ahmedabad,22328256
4030,2,4,Nadiad,16471581
1202,1,1,Vadodara,7603718
1455,2,2,Vadodara,9515957
1333,3,4,Surat,9084769
1983,1,3,Rajkot,10248961
4252,2,3,Rajkot,17477917
4544,5,4,Bhavnagar,20578173
3238,4,2,Rajkot,13279619
4438,2,1,Vadodara,20329088
4698,4,2,Jamnagar,21691416
4767,2,3,Bhavnagar,20452758
2427,2,4,Anand,10581697
3554,1,3,Gandhinagar,15175767
3404,3,2,Vadodara,14569555
1985,5,4,Junagadh,9338563
3677,2,3,Vadodara,14705910
3931,2,4,Bhavnagar,17072003
1963,3,4,Vadodara,11906256
2712,4,4,Nadiad,12717355
3668,3,2,Gandhinagar,17510979
3603,1,4,Anand,17169378
2986,1,2,Jamnagar,15109137
2127,1,4,Gandhinagar,13408970
1281,3,1,Vadodara,8481258
1147,3,3,Bhavnagar,6610083
1906,5,3,Nadiad,10970491
3810,5,2,Surat,16911368
3676,5,3,Vadodara,14790726
3494,1,3,Vadodara,18433049
3818,2,4,Junagadh,15337016
3426,5,4,Ahmedabad,16050555
2187,5,4,Bhavnagar,10634554
3915,3,1,Junagadh,18835294
569,4,4,Anand,5485481
864,2,2,Surat,7397246
4002,3,1,Rajkot,16662285
2383,3,2,Anand,11938307
3594,5,1,Rajkot,16622827
3173,2,2,Bhavnagar,14043504
2296,4,1,Gandhinagar,13929285
4611,5,1,Junagadh,17986761
4632,3,4,Bhavnagar,21651291
3650,4,2,Gandhinagar,17033638
1107,4,4,Bhavnagar,6789793
1354,3,2,Nadiad,8211887
2360,3,4,Junagadh,11301795
2393,5,1,Ahmedabad,12843064
4735,5,1,Anand,17792482
4724,5,3,Ahmedabad,20623868
1037,4,4,Surat,8346154
1945,2,1,Nadiad,11342402
4315,3,1,Nadiad,19687875
1214,2,3,Junagadh,7294988
1956,5,2,Vadodara,10449042
4433,3,3,Ahmedabad,22795129
2310,3,3,Vadodara,10478229
2036,3,3,Surat,11937021
3495,4,1,Anand,16349622
4223,4,3,Gandhinagar,17434836
2821,4,4,Surat,13610916
769,3,1,Ahmedabad,7120798
1844,3,3,Surat,10938500
1393,5,4,Vadodara,9302026
1272,4,4,Anand,8756112
696,1,1,Vadodara,6465394
2032,2,2,Nadiad,10086807
1488,2,2,Vadodara,9863565
3023,2,3,Gandhinagar,15230605
4736,5,4,Bhavnagar,21927343
1362,2,4,Nadiad,7454284
833,2,2,Vadodara,6363564
1908,5,2,Junagadh,10512705
1500,2,2,Junagadh,8310909
3495,4,1,Jamnagar,14659513
4166,1,2,Anand,16911506
751,4,2,Jamnagar,5910050
2453,4,1,Gandhinagar,14979400
4678,5,3,Anand,16839285
2970,3,2,Surat,16358914
2776,4,1,Nadiad,12143052
2082,5,2,Nadiad,9412236
2760,3,4,Vadodara,13720943
3138,1,3,Anand,12588479
